表名,模块,估算行数
"GL_RecurringTemplate_Trl","GL","81"
"GL_ReportCWData","GL","0"
"GL_ReportItemData","GL","44520"
"GL_SetofBooksReportItem","GL","3116"
"GL_SetofBooksReportItem_20200813","GL","0"
"GL_SOBCIEReportItem","GL","192"
"GL_SOBCIEReportItemPre","GL","24"
"GL_SOBCIEReportItemPre_Trl","GL","24"
"GL_SOBTransferVoucherLog","GL","0"
"GL_SrcDocAttachmentForIDoc","GL","0"
"GL_SubsidiaryLedger","GL","472076"
"GL_SubsidiaryLedger_Trl","GL","476789"
"GL_TransLogForIDoc","GL","0"
"GL_Voucher","GL","86306"
"GL_Voucher_Trl","GL","82671"
"GL_VoucherAttachmentForIDoc","GL","0"
"GL_VoucherBatch","GL","0"
"GL_VoucherBatch_Trl","GL","0"
"GL_VoucherForIDoc","GL","0"
"GL_VoucherInfoRelData","GL","0"
"GL_VoucherReverseScheme","GL","0"
"GL_VoucherReverseScheme_Trl","GL","0"
"GL_VoucherSrcDocForIDoc","GL","0"
"GL_VoucherTemplateData","GL","159"
"GL_VoucherTemplateData_Trl","GL","0"
"GST_ReportItemsAddtionalLine","GST","0"
"GST_ReportItemsHead","GST","0"
"GST_ReportItemsLine","GST","0"
"HI_ADDocSalaryAdjust","HI","0"
"HI_ADDocWorkComunicate","HI","0"
"HI_ADDocWorkComunicate_Trl","HI","0"
"HI_AmendsRule","HI","0"
"HI_AmendsRule_Trl","HI","0"
"HI_AssignmentDismissionDoc","HI","0"
"HI_AssignmentDismissionDoc_Trl","HI","0"
"HI_AssignmentDismissionDocType","HI","0"
"HI_AssignmentDismissionDocType_Trl","HI","0"
"HI_AttendItemComparison","HI","0"
"HI_AttendResult","HI","0"
"HI_AttendResult_Trl","HI","0"
"HI_ChartNodeSet","HI","0"
"HI_DimissionContent","HI","0"
"HI_DimissionDoc","HI","0"
"HI_DimissionDoc_Trl","HI","0"
"HI_DimissionDocTransact","HI","0"
"HI_DimissionDocTransact_Trl","HI","0"
"HI_DimissionDocType","HI","0"
"HI_DimissionDocType_Trl","HI","0"
"HI_DispatchDoc","HI","0"
"HI_DispatchDoc_Trl","HI","0"
"HI_DispatchDocSalaryAdjust","HI","0"
"HI_DispatchDocType","HI","0"
"HI_DispatchDocType_Trl","HI","0"
"HI_ECDocSalaryAdjust","HI","0"
"HI_EDTTransactContent","HI","0"
"HI_EmployCategoryChangeDocType","HI","0"
"HI_EmployCategoryChangeDocType_Trl","HI","0"
"HI_EmployCheckResult","HI","0"
"HI_EmployCheckResult_Trl","HI","0"
"HI_EmployeeAgeRpt","HI","0"
"HI_EmployeeAssignmentRpt","HI","0"
"HI_EmployeeCategoryChangeDoc","HI","0"
"HI_EmployeeCategoryChangeDoc_Trl","HI","0"
"HI_EmployeeDiplomaRpt","HI","0"
"HI_EmploymentDoc","HI","0"
"HI_EmploymentDoc_Trl","HI","0"
"HI_EmploymentDocType","HI","0"
"HI_EmploymentDocType_Trl","HI","0"
"HI_EmploymentPersonnelSalary","HI","0"
"HI_EmploymentTransact","HI","0"
"HI_EmploymentTransact_Trl","HI","0"
"HI_EvectionDoc","HI","0"
"HI_EvectionDoc_Trl","HI","0"
"HI_EvectionDocType","HI","0"
"HI_EvectionDocType_Trl","HI","0"
"HI_EvectionPerson","HI","0"
"HI_InsideTranferDocType","HI","0"
"HI_InsideTranferDocType_Trl","HI","0"
"HI_InsideTransDocJobConn","HI","0"
"HI_InsideTransDocPerson","HI","0"
"HI_InsideTransDocPerson_Trl","HI","0"
"HI_InsideTransDocSalaryAdjust","HI","0"
"HI_InsideTransferDoc","HI","0"
"HI_InsideTransferDoc_Trl","HI","0"
"HI_InterOrgTransDocJobConn","HI","0"
"HI_InterOrgTransferDoc","HI","0"
"HI_InterOrgTransferDoc_Trl","HI","0"
"HI_InterOrgTransferDocPerson","HI","0"
"HI_InterOrgTransferDocPerson_Trl","HI","0"
"HI_InterOrgTransferDocType","HI","0"
"HI_InterOrgTransferDocType_Trl","HI","0"
"HI_LaborContraceChangeDocConsult","HI","0"
"HI_LaborContract","HI","0"
"HI_LaborContractCancelDoc","HI","0"
"HI_LaborContractCancelDoc_Trl","HI","0"
"HI_LaborContractCancelDocType","HI","0"
"HI_LaborContractCancelDocType_Trl","HI","0"
"HI_LaborContractChangeDoc","HI","0"
"HI_LaborContractChangeDoc_Trl","HI","0"
"HI_LaborContractChangeDocDetail","HI","0"
"HI_LaborContractChangeDocDetail_Trl","HI","0"
"HI_LaborContractChangeDocType","HI","0"
"HI_LaborContractChangeDocType_Trl","HI","0"
"HI_LaborContractContent","HI","0"
"HI_LaborContractContinueDoc","HI","0"
"HI_LaborContractContinueDoc_Trl","HI","0"
"HI_LaborContractContinueDocConsult","HI","0"
"HI_LaborContractContinueDocType","HI","0"
"HI_LaborContractContinueDocType_Trl","HI","0"
"HI_LaborContractDispute","HI","0"
"HI_LaborContractDispute_Trl","HI","0"
"HI_LaborContractType","HI","0"
"HI_LaborContractType_Trl","HI","0"
"HI_LaborItemBE","HI","0"
"HI_LaborItemBE_Trl","HI","0"
"HI_LCTActiveItem","HI","0"
"HI_LCTActiveItem_Trl","HI","0"
"HI_LCTAmendsRule","HI","0"
"HI_LCTAmendsRule_Trl","HI","0"
"HI_LCTApplyObject","HI","0"
"HI_LCTTerm","HI","0"
"HI_LCTTerm_Trl","HI","0"
"HI_LeaveDoc","HI","0"
"HI_LeaveDoc_Trl","HI","0"
"HI_LeaveDocType","HI","0"
"HI_LeaveDocType_Trl","HI","0"
"HI_OverTimeDoc","HI","0"
"HI_OverTimeDoc_Trl","HI","0"
"HI_OverTimeDocType","HI","0"
"HI_OverTimeDocType_Trl","HI","0"
"HI_OverTimePerson","HI","0"
"HI_PartTimeDoc","HI","0"
"HI_PartTimeDoc_Trl","HI","0"
"HI_PartTimeDocType","HI","0"
"HI_PartTimeDocType_Trl","HI","0"
"HI_PartTimeEndContent","HI","0"
"HI_PartTimeEndDoc","HI","0"
"HI_PartTimeEndDoc_Trl","HI","0"
"HI_PartTimeEndDocType","HI","0"
"HI_PartTimeEndDocType_Trl","HI","0"
"HI_PlanningChangeDoc","HI","0"
"HI_PlanningChangeDoc_Trl","HI","0"
"HI_PlanningChangeDocDetail","HI","0"
"HI_PlanningChangeDocType","HI","0"
"HI_PlanningChangeDocType_Trl","HI","0"
"HI_PlanningDoc","HI","0"
"HI_PlanningDoc_Trl","HI","0"
"HI_PlanningDocDetail","HI","0"
"HI_PlanningDocType","HI","0"
"HI_PlanningDocType_Trl","HI","0"
"HI_POrDDocSalaryAdjust","HI","0"
"HI_ProbationDoc","HI","0"
"HI_ProbationDoc_Trl","HI","0"
"HI_ProbationDocSalaryAdjust","HI","0"
"HI_ProbationDocType","HI","0"
"HI_ProbationDocType_Trl","HI","0"
"HI_ProbationOralDefenceInfo","HI","0"
"HI_ProbationOralDefenceInfo_Trl","HI","0"
"HI_PromoteOrDemotionDoc","HI","0"
"HI_PromoteOrDemotionDoc_Trl","HI","0"
"HI_PromoteOrDemotionDocType","HI","0"
"HI_PromoteOrDemotionDocType_Trl","HI","0"
"HI_PTDocSalaryAdjust","HI","0"
"HI_PTEDocTransact","HI","0"
"HI_PTEDocTransact_Trl","HI","0"
"HI_ReliefPositionContent","HI","0"
"HI_ReliefPositionDoc","HI","0"
"HI_ReliefPositionDoc_Trl","HI","0"
"HI_ReliefPositionDocTransact","HI","0"
"HI_ReliefPositionDocTransact_Trl","HI","0"
"HI_ReliefPositionDocType","HI","0"
"HI_ReliefPositionDocType_Trl","HI","0"
"HI_RetireContent","HI","0"
"HI_RetireDoc","HI","0"
"HI_RetireDoc_Trl","HI","0"
"HI_RetireDocSalaryAdjust","HI","0"
"HI_RetireDocTransact","HI","0"
"HI_RetireDocTransact_Trl","HI","0"
"HI_RetireDocType","HI","0"
"HI_RetireDocType_Trl","HI","0"
"HI_RetireReturnContent","HI","0"
"HI_RetireReturnDoc","HI","0"
"HI_RetireReturnDoc_Trl","HI","0"
"HI_RetireReturnDocType","HI","0"
"HI_RetireReturnDocType_Trl","HI","0"
"HI_RRDocSalaryAdjust","HI","0"
"HI_RRDocTransact","HI","0"
"HI_RRDocTransact_Trl","HI","0"
"HI_SPDocSalaryAdjust","HI","0"
"HI_StopPaymentDoc","HI","0"
"HI_StopPaymentDoc_Trl","HI","0"
"HI_StopPaymentDocType","HI","0"
"HI_StopPaymentDocType_Trl","HI","0"
"HI_StopPaymentRule","HI","0"
"HI_StopPaymentRule_Trl","HI","0"
"HI_TransactContent","HI","0"
"HI_TransactContent_Trl","HI","0"
"HK_ImplementationData","HK","518"
"HK_SysCoList","HK","2"
"HK_SysCoListLine","HK","194"
"IA_BillDocType","IA","0"
"IA_BillDocType_Trl","IA","0"
"IA_IABill","IA","0"
"IA_IABill_Trl","IA","0"
"IA_IABillLine","IA","0"
"IA_IABillSubLine","IA","0"
"IA_IAObject","IA","0"
"IA_IAPeriodClose","IA","0"
"IA_IAToGL","IA","0"
"IA_IAToGL_Trl","IA","0"
"IA_IAToGLDocType","IA","0"
"IA_InterestDate","IA","0"
"IA_InterestDate_Trl","IA","0"
"IA_IRHead","IA","0"
"IA_IRLine","IA","0"
"IA_IRSubLine","IA","0"
"IC_BackflushDetailCost","IC","0"
"IC_BOMCompUsage_Temp","IC","0"
"IC_BOMCostDiffAnalyse","IC","0"
"IC_BOMItemProdLine_Temp","IC","0"
"IC_BomTreeItemCost","IC","0"
"IC_CostCheck_Temp","IC","0"
"IC_CostIntegrality","IC","0"
"IC_CostTypeSOBPeriod_Temp","IC","0"
"IC_ECNBOM_Temp","IC","0"
"IC_ECNBOMComp_Temp","IC","0"
"IC_ECNBOMCompLot_Temp","IC","0"
"IC_ECNDegreePercent_Temp","IC","0"
"IC_ECNElementUnitCost","IC","0"
"IC_ECNItemInfo_Temp","IC","0"
"IC_ECNOperation_Temp","IC","0"
"IC_ECNOpRes_Temp","IC","0"
"IC_ECNRouting_Temp","IC","0"
"IC_ECNUnitCost","IC","0"
"IC_ICAdjDocInvTransLine","IC","0"
"IC_ICAdjDocInvTransLine_Trl","IC","0"
"IC_ICAdjDocInvTransLineKeep","IC","0"
"IC_ICAdjDocInvTransLineKeep_Trl","IC","0"
"IC_ICAdjDocLine","IC","0"
"IC_ICAdjDocLineKeep","IC","0"
"IC_ICAdjDocMaterialCost","IC","0"
"IC_ICAdjDocMaterialCostKeep","IC","0"
"IC_ICAdjDocResCost","IC","0"
"IC_ICAdjDocResCostKeep","IC","0"
"IC_ItemAdjDoc_Tmp","IC","0"
"IC_ItemCost","IC","545465"
"IC_ItemCost_Trl","IC","0"
"IC_ItemCostAdjDoc","IC","0"
"IC_ItemCostAdjDoc_Trl","IC","0"
"IC_ItemCostAdjDocType","IC","0"
"IC_ItemCostAdjDocType_Trl","IC","0"
"IC_ItemCostMonthCloseBak","IC","0"
"IC_ItemElementCost","IC","579813"
"IC_ItemElementCost_Trl","IC","0"
"IC_ItemElementCostMonthCloseBak","IC","0"
"IC_ItemInvCost","IC","545538"
"IC_ItemInvCost_Trl","IC","0"
"IC_ItemMaterialCost","IC","0"
"IC_ItemMaterialUnitCost_Temp","IC","0"
"IC_ItemPreferSource_Temp","IC","0"
"IC_ItemResCost","IC","0"
"IC_ItemResUnitCost_Temp","IC","0"
"IC_OPOperation","IC","0"
"IC_OPOperation_Trl","IC","0"
"IC_OPOutSourWODocType","IC","0"
"IC_OPOutSourWODocType_Trl","IC","0"
"IC_OPStatementDoc","IC","0"
"IC_OPStatementDoc_Trl","IC","0"
"IC_OPStatementDocLine","IC","0"
"IC_OPStatementDocLine_Trl","IC","0"
"IC_OPStatementDocType","IC","8"
"IC_OPStatementDocType_Trl","IC","0"
"IC_OPTransferDoc","IC","0"
"IC_OPTransferDoc_Trl","IC","0"
"IC_OPTransferDocLine","IC","0"
"IC_OPTransferDocLine_Trl","IC","0"
"IC_OPTransferDocType","IC","8"
"IC_OPTransferDocType_Trl","IC","0"
"IC_OPVPC","IC","0"
"IC_PriceScheme","IC","0"
"IC_PriceScheme_Trl","IC","0"
"IC_PriceSchemeLine","IC","0"
"IC_ProductCostDiffAnalyse","IC","0"
"IC_RollupBOM_Temp","IC","0"
"IC_RollupBOMComp_Temp","IC","0"
"IC_RollupBOMCompLot_Temp","IC","0"
"IC_RollupDegreePercent_Temp","IC","0"
"IC_RollupElementUnitCost","IC","0"
"IC_RollupElementUnitCost_Temp","IC","0"
"IC_RollupErrorInfo","IC","0"
"IC_RollupErrorInfoDetail","IC","0"
"IC_RollupLog","IC","0"
"IC_RollupMaterialUnitCost","IC","0"
"IC_RollupOperation_Temp","IC","0"
"IC_RollupOpRes_Temp","IC","0"
"IC_RollupResUnitCost","IC","0"
"IC_RollupRouting_Temp","IC","0"
"IC_RollupStdWorkingHours_Temp","IC","0"
"IC_RollupUnitCost","IC","0"
"IC_SimuElementUnitCost","IC","0"
"IC_SimuItemIDSet4GetPrice_Temp","IC","0"
"IC_SimuMaterialCost","IC","0"
"IC_SimuResCost","IC","0"
"IC_SimuTreeItemCost","IC","0"
"IC_SimuUnitCost","IC","0"
"IC_SolidBOMComponent","IC","0"
"IC_SolidBOMMaster","IC","0"
"IC_SolidCostPeriodTotal","IC","0"
"IC_SolidDegreePercent","IC","0"
"IC_SolidMOOperation","IC","0"
"IC_SolidMOPickList","IC","0"
"IC_SolidOpResource","IC","0"
"IC_SolidOutputQtyPeriodTotal","IC","0"
"IC_SolidRouting","IC","0"
"IC_SourceStrategy","IC","0"
"IC_StdWorkingHours","IC","0"
"IM_BankCreditCategory","IM","0"
"IM_BankCreditLimitHead","IM","0"
"IM_BankCreditLimitHead_Trl","IM","0"
"IM_BankCreditLimitLine","IM","0"
"IM_BankUseOrg","IM","0"
"IM_ChatMessage","IM","0"
"IM_IMEntityTypeDic","IM","0"
"IM_IMPeriodClose","IM","0"
"IM_IMToGL","IM","0"
"IM_IMToGL_Trl","IM","0"
"IM_InvCompany","IM","0"
"IM_InvCompany_Trl","IM","0"
"IM_INVDocType","IM","0"
"IM_INVDocType_Trl","IM","0"
"IM_InvestBill","IM","0"
"IM_InvestBill_Trl","IM","0"
"IM_InvestProvider","IM","0"
"IM_InvestProvider_Trl","IM","0"
"IM_InvRecBill","IM","0"
"IM_InvRecBill_Trl","IM","0"
"IM_INVRecDocType","IM","0"
"IM_INVRecDocType_Trl","IM","0"
"IM_LimitUseDetails","IM","0"
"IM_LoanApplyBill","IM","0"
"IM_LoanApplyBill_Trl","IM","0"
"IM_LoanApplyDocType","IM","0"
"IM_LoanApplyDocType_Trl","IM","0"
"IM_LoanBill","IM","0"
"IM_LoanBill_Trl","IM","0"
"IM_LoanDocType","IM","0"
"IM_LoanDocType_Trl","IM","0"
"IM_LoanRcvBill","IM","0"
"IM_LoanRcvBill_Trl","IM","0"
"IM_LoanRcvDocType","IM","0"
"IM_LoanRcvDocType_Trl","IM","0"
"IM_LoanRepayBill","IM","0"
"IM_LoanRepayBill_Trl","IM","0"
"IM_LoanRepayPlan","IM","0"
"IM_OfflineMessage","IM","0"
"IM_RepayDocType","IM","0"
"IM_RepayDocType_Trl","IM","0"
"IM_SysMessage","IM","0"
"ImplTool_OperationRecord","ImplTool","3962"
"IncomeIncrease_FinalYearData","IncomeIncrease","0"
"IncomeLocation_CurrentYearData","IncomeLocation","0"
"IncomeTrend_FinalYearData","IncomeTrend","0"
"IncomeTrend_FinalYearDataDetail","IncomeTrend","0"
"InstanceState","InstanceState","1368"
"InsuranceRcvLine","InsuranceRcvLine","0"
"InsuranceRcvLine_Trl","InsuranceRcvLine","0"
"InvDoc_BalanceDistill","InvDoc","0"
"InvDoc_BalanceDistill_Trl","InvDoc","0"
"InvDoc_BalanceDistillAccountPeriod","InvDoc","0"
"InvDoc_BalanceDistillCost","InvDoc","0"
"InvDoc_BalanceDistillDocType","InvDoc","8"
"InvDoc_BalanceDistillDocType_Trl","InvDoc","8"
"InvDoc_BalanceDistillL","InvDoc","0"
"InvDoc_BalanceDistillL_Trl","InvDoc","0"
"InvDoc_BorrowAccPeriod","InvDoc","0"
"InvDoc_BorrowBackAccountPeriod","InvDoc","0"
"InvDoc_BorrowBackBin","InvDoc","0"
"InvDoc_BorrowBackBin_Trl","InvDoc","0"
"InvDoc_BorrowBackCost","InvDoc","0"
"InvDoc_BorrowBackCost_Trl","InvDoc","0"
"InvDoc_BorrowBackDocType","InvDoc","0"
"InvDoc_BorrowBackDocType_Trl","InvDoc","0"
"InvDoc_BorrowBackLine","InvDoc","0"
"InvDoc_BorrowBackLine_Trl","InvDoc","0"
"InvDoc_BorrowBackTrans","InvDoc","0"
"InvDoc_BorrowBackTrans_Trl","InvDoc","0"
"InvDoc_BorrowBin","InvDoc","0"
"InvDoc_BorrowBin_Trl","InvDoc","0"
"InvDoc_BorrowCost","InvDoc","0"
"InvDoc_BorrowCost_Trl","InvDoc","0"
"InvDoc_BorrowDocType","InvDoc","40"
"InvDoc_BorrowDocType_Trl","InvDoc","40"
"InvDoc_BorrowLine","InvDoc","0"
"InvDoc_BorrowLine_Trl","InvDoc","0"
"InvDoc_BorrowTrans","InvDoc","0"
"InvDoc_BorrowTrans_Trl","InvDoc","0"
"InvDoc_CCAddress","InvDoc","0"
"InvDoc_CCContact","InvDoc","0"
"InvDoc_CCDocType","InvDoc","8"
"InvDoc_CCDocType_Trl","InvDoc","8"
"InvDoc_CCLine","InvDoc","0"
"InvDoc_CCLine_Trl","InvDoc","0"
"InvDoc_CCTax","InvDoc","0"
"InvDoc_CCTax_Trl","InvDoc","0"
"InvDoc_CheckDiffAccountPeriod","InvDoc","0"
"InvDoc_CheckDiffBill","InvDoc","0"
"InvDoc_CheckDiffBill_Trl","InvDoc","0"
"InvDoc_CheckDiffBillCost","InvDoc","0"
"InvDoc_CheckDiffBillLine","InvDoc","0"
"InvDoc_CheckDiffBillLine_Trl","InvDoc","0"
"InvDoc_CheckDiffBillSN","InvDoc","0"
"InvDoc_CheckDiffBillType","InvDoc","8"
"InvDoc_CheckDiffBillType_Trl","InvDoc","8"
"InvDoc_CheckDiffLineBalanceRoute","InvDoc","0"
"InvDoc_CheckSupply","InvDoc","0"
"InvDoc_CheckSupply_Trl","InvDoc","0"
"InvDoc_CheckSupplyLine","InvDoc","0"
"InvDoc_CheckSupplyLine_Trl","InvDoc","0"
"InvDoc_CheckSupplyT","InvDoc","8"
"InvDoc_CheckSupplyT_Trl","InvDoc","8"
"InvDoc_CompensationCheck","InvDoc","0"
"InvDoc_CompensationCheck_Trl","InvDoc","0"
"InvDoc_ConsumeSummary","InvDoc","0"
"InvDoc_ConsumeSummary_Trl","InvDoc","0"
"InvDoc_ConsumeSummaryLine","InvDoc","0"
"InvDoc_ConsumeSummaryLine_Trl","InvDoc","0"
"InvDoc_ConsumeSummarySL","InvDoc","0"
"InvDoc_ConsumeSummarySL_Trl","InvDoc","0"
"InvDoc_ConsumeSummaryT","InvDoc","8"
"InvDoc_ConsumeSummaryT_Trl","InvDoc","8"
"InvDoc_CostAdjust","InvDoc","606"
"InvDoc_CostAdjust_Trl","InvDoc","442"
"InvDoc_CostAdjustAccountPeriod","InvDoc","606"
"InvDoc_CostAdjustDocType","InvDoc","9"
"InvDoc_CostAdjustDocType_Trl","InvDoc","9"
"InvDoc_CostAdjustL","InvDoc","59430"
"InvDoc_CostAdjustL_Trl","InvDoc","59430"
"InvDoc_CostAdjustSL","InvDoc","59430"
"InvDoc_CostAdjustSL_Trl","InvDoc","59430"
"InvDoc_DeliveryFeeCheck","InvDoc","0"
"InvDoc_DeliveryFeeCheck_Trl","InvDoc","0"
"InvDoc_DeliveryTask","InvDoc","0"
"InvDoc_DeliveryTask_Trl","InvDoc","0"
"InvDoc_DFCAddress","InvDoc","0"
"InvDoc_DFCContact","InvDoc","0"
"InvDoc_DFCDocType","InvDoc","8"
"InvDoc_DFCDocType_Trl","InvDoc","8"
"InvDoc_DFCLine","InvDoc","0"
"InvDoc_DFCLine_Trl","InvDoc","0"
"InvDoc_DlyFeePrice","InvDoc","0"
"InvDoc_DlyFeePrice_Trl","InvDoc","0"
"InvDoc_DlyFeePriceL","InvDoc","0"
"InvDoc_DlyFeePriceL_Trl","InvDoc","0"
"InvDoc_DTAddress","InvDoc","0"
"InvDoc_DTCarryFeeL","InvDoc","0"
"InvDoc_DTContact","InvDoc","0"
"InvDoc_DTDocType","InvDoc","8"
"InvDoc_DTDocType_Trl","InvDoc","8"
"InvDoc_DTLine","InvDoc","0"
"InvDoc_DTLine_Trl","InvDoc","0"
"InvDoc_DTLineSrc","InvDoc","0"
"InvDoc_DTLineSrc_Trl","InvDoc","0"
"InvDoc_InnerBalAccPeriod","InvDoc","0"
"InvDoc_InnerBalAddrLine","InvDoc","0"
"InvDoc_InnerBalance","InvDoc","90"
"InvDoc_InnerBalance_Trl","InvDoc","90"
"InvDoc_InnerBalanceDocT","InvDoc","8"
"InvDoc_InnerBalanceDocT_Trl","InvDoc","8"
"InvDoc_InnerBalanceLine","InvDoc","14496"
"InvDoc_InnerBalanceLine_Trl","InvDoc","14496"
"InvDoc_InnerBalanceLineTax","InvDoc","14496"
"InvDoc_InnerBalanceLineTax_Trl","InvDoc","14496"
"InvDoc_InnerBalanceLineTaxB","InvDoc","14255"
"InvDoc_InnerBalanceLineTaxB_Trl","InvDoc","14255"
"InvDoc_InvBudget","InvDoc","0"
"InvDoc_InvBudget_Trl","InvDoc","0"
"InvDoc_InvBudgetDocType","InvDoc","6"
"InvDoc_InvBudgetDocType_Trl","InvDoc","6"
"InvDoc_InvBudgetL","InvDoc","0"
"InvDoc_InvBudgetL_Trl","InvDoc","0"
"InvDoc_InvBudgetSL","InvDoc","0"
"InvDoc_InvBudgetSL_Trl","InvDoc","0"
"InvDoc_InvDocAAIInfo","InvDoc","0"
"InvDoc_InvDocAAIInfo_Trl","InvDoc","0"
"InvDoc_InventorySheet","InvDoc","1"
"InvDoc_InventorySheet_Trl","InvDoc","0"
"InvDoc_InventorySheetDocType","InvDoc","10"
"InvDoc_InventorySheetDocType_Trl","InvDoc","10"
"InvDoc_InventorySheetLine","InvDoc","540"
"InvDoc_InventorySheetLine_Trl","InvDoc","0"
"InvDoc_InventorySN","InvDoc","0"
"InvDoc_InvToGL","InvDoc","236766"
"InvDoc_InvToGL_Trl","InvDoc","33183996"
"InvDoc_InvToGLDocType","InvDoc","200"
"InvDoc_ItemMarketPrice","InvDoc","0"
"InvDoc_ItemMarketPriceDocType","InvDoc","0"
"InvDoc_ItemMarketPriceDocType_Trl","InvDoc","0"
"InvDoc_ItemMarketPriceL","InvDoc","0"
"InvDoc_ItemMarketPriceL_Trl","InvDoc","0"
"InvDoc_ItemRequest","InvDoc","0"
"InvDoc_ItemRequest_Trl","InvDoc","0"
"InvDoc_ItemRequestDocTyp","InvDoc","8"
"InvDoc_ItemRequestDocTyp_Trl","InvDoc","8"
"InvDoc_ItemRequestL","InvDoc","0"
"InvDoc_ItemRequestL_Trl","InvDoc","0"
"InvDoc_LendAccountPeriod","InvDoc","0"
"InvDoc_LendBackAccPeriod","InvDoc","0"
"InvDoc_LendBackBin","InvDoc","0"
"InvDoc_LendBackBin_Trl","InvDoc","0"
"InvDoc_LendBackCost","InvDoc","0"
"InvDoc_LendBackCost_Trl","InvDoc","0"
"InvDoc_LendBackDocT","InvDoc","0"
"InvDoc_LendBackDocT_Trl","InvDoc","0"
"InvDoc_LendBackLine","InvDoc","0"
"InvDoc_LendBackLine_Trl","InvDoc","0"
"InvDoc_LendBackTrans","InvDoc","0"
"InvDoc_LendBackTrans_Trl","InvDoc","0"
"InvDoc_LendBin","InvDoc","0"
"InvDoc_LendBin_Trl","InvDoc","0"
"InvDoc_LendCost","InvDoc","0"
"InvDoc_LendCost_Trl","InvDoc","0"
"InvDoc_LendDocType","InvDoc","40"
"InvDoc_LendDocType_Trl","InvDoc","40"
"InvDoc_LendLine","InvDoc","0"
"InvDoc_LendLine_Trl","InvDoc","0"
"InvDoc_LendTrans","InvDoc","0"
"InvDoc_LendTrans_Trl","InvDoc","0"
"InvDoc_MiscRcvAccountPeriod","InvDoc","2081"
"InvDoc_MiscRcvBalanceRoute","InvDoc","0"
"InvDoc_MiscRcvCost","InvDoc","6908"
"InvDoc_MiscRcvCost_Trl","InvDoc","6908"
"InvDoc_MiscRcvDocType","InvDoc","87"
"InvDoc_MiscRcvDocType_Trl","InvDoc","87"
"InvDoc_MiscRcvTrans","InvDoc","2081"
"InvDoc_MiscRcvTrans_Trl","InvDoc","352"
"InvDoc_MiscRcvTransBin","InvDoc","6908"
"InvDoc_MiscRcvTransBin_Trl","InvDoc","6908"
"InvDoc_MiscRcvTransL","InvDoc","6908"
"InvDoc_MiscRcvTransL_Trl","InvDoc","6286"
"InvDoc_MiscShip","InvDoc","71700"
"InvDoc_MiscShip_Trl","InvDoc","239"
"InvDoc_MiscShipAccountPeriod","InvDoc","71700"
"InvDoc_MiscShipBalanceRoute","InvDoc","230432"
"InvDoc_MiscShipBin","InvDoc","230663"
"InvDoc_MiscShipBin_Trl","InvDoc","230663"
"InvDoc_MiscShipDocType","InvDoc","98"
"InvDoc_MiscShipDocType_Trl","InvDoc","98"
"InvDoc_MiscShipL","InvDoc","230441"
"InvDoc_MiscShipL_Trl","InvDoc","230441"
"InvDoc_MiscShipmentCost","InvDoc","230441"
"InvDoc_MiscShipmentCost_Trl","InvDoc","230441"
"InvDoc_OnStoreCheck","InvDoc","0"
"InvDoc_OnStoreCheck_Trl","InvDoc","0"
"InvDoc_OnStoreCheckAccountPeriod","InvDoc","0"
"InvDoc_OnStoreCheckCost","InvDoc","0"
"InvDoc_OnStoreCheckDocType","InvDoc","8"
"InvDoc_OnStoreCheckDocType_Trl","InvDoc","8"
"InvDoc_OnStoreCheckL","InvDoc","0"
"InvDoc_OnStoreCheckL_Trl","InvDoc","0"
"InvDoc_OnStoreCheckSubLine","InvDoc","0"
"InvDoc_OnStoreCheckSubLine_Trl","InvDoc","0"
"InvDoc_PrdEndChkBalanceRoute","InvDoc","0"
"InvDoc_PrdEndChkBill","InvDoc","0"
"InvDoc_PrdEndChkBill_Trl","InvDoc","0"
"InvDoc_PrdEndChkBillCost","InvDoc","0"
"InvDoc_PrdEndChkBillSN","InvDoc","0"
"InvDoc_PrdEndChkBillSOB","InvDoc","0"
"InvDoc_PrdEndChkDocType","InvDoc","8"
"InvDoc_PrdEndChkDocType_Trl","InvDoc","8"
"InvDoc_PrdEndChkSchm","InvDoc","0"
"InvDoc_PrdEndChkSchm_Trl","InvDoc","0"
"InvDoc_TransApplyLine","InvDoc","0"
"InvDoc_TransApplyLine_Trl","InvDoc","0"
"InvDoc_TransferApply","InvDoc","0"
"InvDoc_TransferApply_Trl","InvDoc","0"
"InvDoc_TransferApplyDocType","InvDoc","26"
"InvDoc_TransferApplyDocType_Trl","InvDoc","26"
"InvDoc_TransferForm","InvDoc","17038"
"InvDoc_TransferForm_Trl","InvDoc","16407"
"InvDoc_TransferFormCost","InvDoc","37685"
"InvDoc_TransferFormCost_Trl","InvDoc","37685"
"InvDoc_TransferFormDocType","InvDoc","38"
"InvDoc_TransferFormDocType_Trl","InvDoc","38"
"InvDoc_TransferFormL","InvDoc","18835"
"InvDoc_TransferFormL_Trl","InvDoc","18835"
"InvDoc_TransferFormSL","InvDoc","18850"
"InvDoc_TransferFormSL_Trl","InvDoc","18850"
"InvDoc_TransferGetPriceLog","InvDoc","33358"
"InvDoc_TransferIn","InvDoc","156449"
"InvDoc_TransferIn_Trl","InvDoc","156449"
"InvDoc_TransferLinkRule","InvDoc","2"
"InvDoc_TransferOut","InvDoc","6482"
"InvDoc_TransferOut_Trl","InvDoc","6482"
"InvDoc_TransFormAccountPeriod","InvDoc","17038"
